time_signature; energy; danceability; tempo; duration; key; liveness; speechiness; instrumentalness; loudness; acousticness; valence; song_hotttnesss;song_name; artist_name; genre
4 ; 0.520397 ; 0.410381 ; 141.986 ; 198.82667 ; 6 ; 0.249321 ; 0.031255 ; 0.0 ; -7.628 ; 0.00731 ; 0.292213 ; 0.095951 ; Advertisement In The Voice ; Good Rats ; rock
4 ; 0.972367 ; 0.522703 ; 133.843 ; 253.72 ; 0 ; 0.516817 ; 0.039019 ; 1e-06 ; -5.711 ; 0.001065 ; 0.893292 ; 0.506119 ; Surrender ; Cheap Trick ; rock
4 ; 0.445014 ; 0.366561 ; 67.197 ; 286.62712 ; 9 ; 0.199115 ; 0.028619 ; 0.002837 ; -13.615 ; 0.047808 ; 0.153439 ; 0.436737 ; Nobody's Fool ; Cinderella ; rock
4 ; 0.763888 ; 0.356128 ; 105.669 ; 317.89333 ; 6 ; 0.073239 ; 0.039641 ; 9.3e-05 ; -7.275 ; 0.00034 ; 0.163316 ; 0.608229 ; Black Hole Sun ; Soundgarden ; rock
4 ; 0.98187 ; 0.411935 ; 125.858 ; 200.84 ; 7 ; 0.054313 ; 0.139496 ; 0.042812 ; -8.187 ; 0.00187 ; 0.157102 ; 0.392234 ; I Speed At Night ; Dio ; rock
4 ; 0.704871 ; 0.69011 ; 119.992 ; 157.94667 ; 2 ; 0.124492 ; 0.043291 ; 0.0 ; -10.102 ; 0.045289 ; 0.873456 ; 0.16609 ; Back To My Music ; Good Rats ; rock
4 ; 0.83015 ; 0.540238 ; 112.469 ; 249.70739 ; 4 ; 0.606791 ; 0.034765 ; 3e-06 ; -4.997 ; 0.151211 ; 0.544866 ; 0.348823 ; In The Dark ; Billy Squier ; rock
3 ; 0.858864 ; 0.350934 ; 162.216 ; 317.09333 ; 6 ; 0.259784 ; 0.039598 ; 0.0 ; -3.83 ; 0.087268 ; 0.469404 ; 0.568408 ; Crazy ; Aerosmith ; rock
4 ; 0.419443 ; 0.374839 ; 139.789 ; 309.0 ; 1 ; 0.33594 ; 0.038682 ; 0.000631 ; -8.951 ; 0.388272 ; 0.129926 ; 0.493847 ; Space Oddity (2003 Digital Remaster) ; David Bowie ; rock
4 ; 0.632721 ; 0.688188 ; 114.073 ; 226.08 ; 0 ; 0.111445 ; 0.029825 ; 0.092676 ; -9.442 ; 0.040474 ; 0.817766 ; 0.592255 ; Smoke On The Water ; Deep Purple ; rock
4 ; 0.939289 ; 0.541588 ; 82.39 ; 243.08 ; 7 ; 0.090319 ; 0.059085 ; 0.000215 ; -2.196 ; 0.040723 ; 0.440624 ; 0.381629 ; I Gotsta Get Paid ; ZZ Top ; rock
4 ; 0.806347 ; 0.435663 ; 90.378 ; 231.64 ; 1 ; 0.111703 ; 0.032645 ; 3.3e-05 ; -4.897 ; 0.001937 ; 0.354691 ; 0.462296 ; 18 And Life ; Skid Row ; rock
4 ; 0.891245 ; 0.47651 ; 90.865 ; 236.53333 ; 0 ; 0.071219 ; 0.03129 ; 4.7e-05 ; -8.662 ; 0.002648 ; 0.951318 ; 0.505629 ; Modern Love (Single Version) (2002 Digital Remaster) ; David Bowie ; rock
4 ; 0.384045 ; 0.33256 ; 136.096 ; 314.2 ; 0 ; 0.214485 ; 0.031855 ; 7.1e-05 ; -15.083 ; 0.077732 ; 0.513034 ; 0.562166 ; Space Oddity (1999 Digital Remaster) ; David Bowie ; rock
4 ; 0.729143 ; 0.430599 ; 77.468 ; 160.65261 ; 8 ; 0.090822 ; 0.069322 ; 0.000275 ; -14.565 ; 0.002201 ; 0.646048 ; 0.260013 ; When I Look In Your Eyes ; Romantics ; rock
4 ; 0.786735 ; 0.37808 ; 124.566 ; 186.6 ; 1 ; 0.110193 ; 0.046587 ; 0.264104 ; -13.337 ; 0.009219 ; 0.832688 ; 0.35159 ; Bad Reputation ; Thin Lizzy ; rock
4 ; 0.901178 ; 0.444563 ; 122.56 ; 283.66667 ; 6 ; 0.051794 ; 0.047148 ; 4.7e-05 ; -5.718 ; 8e-05 ; 0.374013 ; 0.283029 ; Take It Away ; Slash's Snakepit ; rock
4 ; 0.949329 ; 0.528582 ; 137.968 ; 232.25469 ; 2 ; 0.064655 ; 0.053842 ; 0.0 ; -5.603 ; 0.00112 ; 0.902469 ; 0.240382 ; Ooh La La In L.A. ; Slade ; rock
4 ; 0.732402 ; 0.575116 ; 117.739 ; 204.88 ; 7 ; 0.155136 ; 0.039837 ; 0.012035 ; -14.541 ; 0.216247 ; 0.908056 ; 0.537907 ; Long Train Runnin' ; The Doobie Brothers ; rock
4 ; 0.763353 ; 0.353314 ; 104.057 ; 178.62667 ; 3 ; 0.112433 ; 0.044015 ; 0.220477 ; -4.673 ; 4.1e-05 ; 0.538347 ; 0.457253 ; Oh Yeah ; The Subways ; rock
4 ; 0.762353 ; 0.646905 ; 89.837 ; 141.6 ; 2 ; 0.070463 ; 0.039458 ; 3e-06 ; -5.856 ; 0.059861 ; 0.920351 ; 0.610745 ; Bad Moon Rising ; Creedence Clearwater Revival ; rock
4 ; 0.870296 ; 0.528061 ; 100.999 ; 276.32 ; 5 ; 0.414944 ; 0.05778 ; 2e-06 ; -6.952 ; 0.060997 ; 0.626502 ; 0.571867 ; Underdog ; Kasabian ; rock
4 ; 0.786951 ; 0.481875 ; 90.682 ; 322.98667 ; 4 ; 0.300046 ; 0.030943 ; 0.00022 ; -10.776 ; 0.069669 ; 0.239399 ; 0.326712 ; Down Down ; Status Quo ; rock
4 ; 0.658875 ; 0.587507 ; 126.998 ; 339.82667 ; 0 ; 0.331981 ; 0.03863 ; 0.005644 ; -7.523 ; 0.00137 ; 0.320428 ; 0.294957 ; Roll Over Lay Down ; Status Quo ; rock
4 ; 0.581745 ; 0.53412 ; 97.422 ; 321.09333 ; 0 ; 0.130265 ; 0.025241 ; 0.024255 ; -12.333 ; 0.00493 ; 0.641806 ; 0.502288 ; Perfect Strangers ; Deep Purple ; rock
4 ; 0.975328 ; 0.367105 ; 129.654 ; 346.94667 ; 10 ; 0.95933 ; 0.110326 ; 0.003493 ; -4.51 ; 0.000113 ; 0.299265 ; 0.212964 ; I Got A Line On You ; Blackfoot ; rock
4 ; 0.644724 ; 0.551959 ; 89.518 ; 299.73333 ; 7 ; 0.042381 ; 0.026761 ; 1e-06 ; -6.595 ; 0.001874 ; 0.563172 ; 0.506308 ; Far Behind ; Candlebox ; rock
4 ; 0.765724 ; 0.477085 ; 77.063 ; 258.14667 ; 5 ; 0.166979 ; 0.029954 ; 0.000259 ; -6.915 ; 0.029964 ; 0.898931 ; 0.39095 ; Caroline ; Status Quo ; rock
4 ; 0.566028 ; 0.550394 ; 109.893 ; 298.22667 ; 0 ; 0.045191 ; 0.030207 ; 0.003337 ; -13.422 ; 0.198186 ; 0.506799 ; 0.563823 ; White Room ; Cream ; rock
4 ; 0.709091 ; 0.785588 ; 121.713 ; 296.06667 ; 0 ; 0.068658 ; 0.025474 ; 1.6e-05 ; -6.501 ; 0.10363 ; 0.857991 ; 0.296935 ; Just Between You And Me ; Lou Gramm ; rock
4 ; 0.952859 ; 0.278024 ; 151.349 ; 192.73333 ; 8 ; 0.167183 ; 0.038494 ; 0.394915 ; -3.362 ; 3e-06 ; 0.704681 ; 0.256264 ; Vanilla Radio ; The Wildhearts ; rock
4 ; 0.897538 ; 0.288836 ; 74.965 ; 341.16 ; 2 ; 0.130794 ; 0.045092 ; 0.000708 ; -4.826 ; 0.006572 ; 0.569358 ; 0.607333 ; Alive ; Pearl Jam ; rock
4 ; 0.831806 ; 0.553515 ; 186.195 ; 238.33333 ; 0 ; 0.390024 ; 0.039656 ; 0.007592 ; -9.34 ; 0.170663 ; 0.940422 ; 0.298045 ; Freeze-Frame ; The J. Geils Band ; rock
4 ; 0.602063 ; 0.520554 ; 131.53 ; 196.73333 ; 3 ; 0.051417 ; 0.028435 ; 0.0 ; -8.913 ; 0.042183 ; 0.511779 ; 0.503675 ; Cold As Ice ; Foreigner ; rock
4 ; 0.834722 ; 0.572353 ; 129.994 ; 241.59955 ; 0 ; 0.070189 ; 0.031742 ; 0.000376 ; -6.219 ; 0.171075 ; 0.805056 ; 0.578712 ; Jump ; Van Halen ; rock
4 ; 0.955276 ; 0.302364 ; 118.864 ; 270.84 ; 2 ; 0.114218 ; 0.131093 ; 0.000223 ; -3.134 ; 0.048355 ; 0.255518 ; 0.578815 ; Poison ; Alice Cooper ; rock
4 ; 0.953085 ; 0.545965 ; 133.328 ; 270.06667 ; 7 ; 0.079728 ; 0.082587 ; 0.0 ; -4.853 ; 0.018219 ; 0.564561 ; 0.521631 ; Disco 2000 ; Pulp ; rock
4 ; 0.63454 ; 0.603823 ; 114.733 ; 268.84 ; 7 ; 0.06253 ; 0.026772 ; 0.112096 ; -5.785 ; 0.369537 ; 0.281711 ; 0.322741 ; Heartbreak Station ; Cinderella ; rock
4 ; 0.500821 ; 0.553215 ; 140.627 ; 438.0 ; 1 ; 0.093047 ; 0.04133 ; 0.043669 ; -10.079 ; 0.08645 ; 0.114496 ; 0.36394 ; Rock Me ; Great White ; rock
3 ; 0.384728 ; 0.241862 ; 80.307 ; 290.62689 ; 0 ; 0.114993 ; 0.039275 ; 0.90688 ; -13.826 ; 0.051341 ; 0.036507 ; 0.0 ; Ultra Chic ; Therapy ; rock
4 ; 0.629907 ; 0.42241 ; 160.552 ; 176.33333 ; 10 ; 0.171555 ; 0.030908 ; 0.0 ; -10.173 ; 0.036507 ; 0.863739 ; 0.329334 ; Paper Plane ; Status Quo ; rock
4 ; 0.469057 ; 0.428989 ; 100.715 ; 254.4 ; 5 ; 0.322575 ; 0.02733 ; 1e-06 ; -9.591 ; 0.05896 ; 0.455596 ; 0.468199 ; Starman (2002 Digital Remaster) ; David Bowie ; rock
4 ; 0.498838 ; 0.447113 ; 87.025 ; 282.98667 ; 7 ; 0.128366 ; 0.027384 ; 0.0 ; -11.079 ; 0.086967 ; 0.882211 ; 0.472533 ; Lady In Black ; Uriah Heep ; rock
4 ; 0.833473 ; 0.50849 ; 123.242 ; 255.14667 ; 7 ; 0.098874 ; 0.035138 ; 0.024478 ; -4.15 ; 0.001522 ; 0.340366 ; 0.346782 ; Sexy Little Thing ; Chickenfoot ; rock
4 ; 0.78619 ; 0.527008 ; 125.117 ; 253.41333 ; 5 ; 0.084979 ; 0.03624 ; 0.002715 ; -8.01 ; 0.000153 ; 0.334625 ; 0.542969 ; Sharp Dressed Man ; ZZ Top ; rock
4 ; 0.946931 ; 0.550749 ; 127.657 ; 282.74667 ; 2 ; 0.063693 ; 0.151732 ; 0.000257 ; -4.671 ; 0.000652 ; 0.458456 ; 0.503716 ; Hot For Teacher ; Van Halen ; rock
4 ; 0.95961 ; 0.123386 ; 179.427 ; 187.25333 ; 7 ; 0.827773 ; 0.30719 ; 0.006406 ; -8.304 ; 0.000115 ; 0.157726 ; 0.413654 ; Easy Livin' ; Uriah Heep ; rock
4 ; 0.767348 ; 0.536777 ; 116.804 ; 191.06667 ; 9 ; 0.058892 ; 0.03852 ; 0.000797 ; -11.76 ; 0.206291 ; 0.907802 ; 0.362146 ; Serenade ; Steve Miller Band ; rock
1 ; 0.497288 ; 0.568492 ; 95.642 ; 177.02667 ; 7 ; 0.072807 ; 0.023919 ; 0.000247 ; -7.623 ; 0.674766 ; 0.448492 ; 0.074838 ; To Know You Is to Love You ; Bon Scott ; rock
4 ; 0.391225 ; 0.69476 ; 83.644 ; 206.97333 ; 4 ; 0.248402 ; 0.043421 ; 0.0 ; -8.66 ; 0.351776 ; 0.482348 ; 0.520678 ; To Be With You ; Mr. Big ; rock
4 ; 0.919676 ; 0.518142 ; 111.396 ; 210.64 ; 2 ; 0.120616 ; 0.036207 ; 0.0 ; -4.95 ; 0.000213 ; 0.572011 ; 0.433292 ; Hot In The City ; Billy Idol ; rock
4 ; 0.95858 ; 0.569489 ; 126.183 ; 261.44 ; 2 ; 0.01983 ; 0.039406 ; 1.3e-05 ; -4.548 ; 0.051096 ; 0.944022 ; 0.519813 ; Dude (Looks Like A Lady) ; Aerosmith ; rock
4 ; 0.837442 ; 0.518847 ; 125.545 ; 231.86667 ; 2 ; 0.361122 ; 0.04133 ; 0.072719 ; -8.851 ; 0.12843 ; 0.681053 ; 0.341853 ; The Last Mile ; Cinderella ; rock
4 ; 0.84624 ; 0.269477 ; 151.956 ; 280.38639 ; 8 ; 0.331368 ; 0.046163 ; 1e-06 ; -5.985 ; 3.6e-05 ; 0.485365 ; 0.217374 ; Sick Of Drugs ; The Wildhearts ; rock
4 ; 0.92393 ; 0.445742 ; 82.712 ; 207.72 ; 0 ; 0.321592 ; 0.034113 ; 0.0 ; -2.602 ; 0.007199 ; 0.470586 ; 0.306251 ; Hello Conscience ; The Zutons ; rock
4 ; 0.92393 ; 0.445742 ; 82.712 ; 207.72 ; 0 ; 0.321592 ; 0.034113 ; 0.0 ; -2.602 ; 0.007199 ; 0.470586 ; 0.306251 ; Hello Conscience ; The Zutons ; rock
4 ; 0.911014 ; 0.307499 ; 104.905 ; 432.50667 ; 4 ; 0.392571 ; 0.036374 ; 0.136031 ; -5.193 ; 0.001679 ; 0.342516 ; 0.533054 ; Hallowed Be Thy Name ; Iron Maiden ; rock
4 ; 0.351128 ; 0.503784 ; 75.861 ; 201.86667 ; 0 ; 0.166573 ; 0.030295 ; 0.0 ; -11.494 ; 0.473151 ; 0.224606 ; 0.28473 ; Wind of Change ; The Scorpions ; rock
4 ; 0.520211 ; 0.935198 ; 109.971 ; 215.16 ; 5 ; 0.130506 ; 0.168527 ; 0.089278 ; -7.09 ; 0.095306 ; 0.753541 ; 0.608007 ; Another One Bites The Dust ; Queen ; rock
4 ; 0.932013 ; 0.564493 ; 112.937 ; 146.25007 ; 11 ; 0.349196 ; 0.055359 ; 0.168562 ; -10.068 ; 0.013 ; 0.620892 ; 0.609527 ; Immigrant Song ; Led Zeppelin ; rock
4 ; 0.79812 ; 0.225824 ; 84.694 ; 351.53333 ; 4 ; 0.072691 ; 0.060836 ; 4e-06 ; -9.807 ; 0.006999 ; 0.464043 ; 0.04928 ; We Still Remember ; Kick Axe ; rock
4 ; 0.86661 ; 0.440489 ; 78.016 ; 240.04 ; 0 ; 0.366449 ; 0.041072 ; 7.4e-05 ; -6.545 ; 0.005231 ; 0.52255 ; 0.418895 ; Kiss Me Deadly ; Lita Ford ; rock
4 ; 0.895699 ; 0.324996 ; 97.065 ; 237.60771 ; 9 ; 0.937596 ; 0.061952 ; 0.011366 ; -6.057 ; 0.000106 ; 0.605138 ; 0.622841 ; Back in Black ; AC/DC ; rock
4 ; 0.382262 ; 0.413367 ; 140.256 ; 322.93333 ; 4 ; 0.172223 ; 0.033913 ; 5e-06 ; -13.611 ; 0.282414 ; 0.293901 ; 0.260976 ; Hummingbird ; Jimmy Page ; rock
4 ; 0.827799 ; 0.492392 ; 151.931 ; 289.6 ; 11 ; 0.13233 ; 0.035389 ; 0.002829 ; -4.009 ; 0.000515 ; 0.654182 ; 0.404645 ; Love Me Like You ; The Magic Numbers ; rock
4 ; 0.806541 ; 0.408287 ; 125.34 ; 258.04 ; 11 ; 0.115458 ; 0.053637 ; 6.5e-05 ; -7.579 ; 0.100428 ; 0.391945 ; 0.421724 ; Love Ain't No Stranger ; Whitesnake ; rock
4 ; 0.650721 ; 0.550764 ; 80.71 ; 222.45333 ; 4 ; 0.127938 ; 0.086108 ; 0.112944 ; -10.892 ; 0.017818 ; 0.522651 ; 0.568145 ; La Grange ; ZZ Top ; rock
4 ; 0.725335 ; 0.503029 ; 130.642 ; 326.90667 ; 9 ; 0.125618 ; 0.031943 ; 0.576261 ; -7.202 ; 3.9e-05 ; 0.545133 ; 0.305973 ; Nirvana (2009 Remaster) ; The Cult ; rock
4 ; 0.811131 ; 0.573316 ; 125.064 ; 174.73333 ; 5 ; 0.222684 ; 0.056002 ; 0.0 ; -9.611 ; 0.003538 ; 0.920783 ; 0.188182 ; Overloaded ; Ram Jam ; rock
4 ; 0.892264 ; 0.315551 ; 147.326 ; 224.0 ; 2 ; 0.397489 ; 0.078205 ; 0.0 ; -5.114 ; 0.011294 ; 0.627462 ; 0.454389 ; Mis-Shapes ; Pulp ; rock
4 ; 0.882767 ; 0.327067 ; 140.854 ; 340.8 ; 11 ; 0.120029 ; 0.091832 ; 0.000352 ; -7.908 ; 0.00147 ; 0.277045 ; 0.24873 ; Panhandlin' Prince ; Ugly Kid Joe ; rock
4 ; 0.80354 ; 0.476365 ; 133.331 ; 274.09333 ; 7 ; 0.133861 ; 0.043702 ; 0.000709 ; -4.349 ; 5.1e-05 ; 0.434697 ; 0.322566 ; My Kinda Girl ; Chickenfoot ; rock
4 ; 0.944628 ; 0.623101 ; 146.312 ; 211.30667 ; 9 ; 0.57769 ; 0.110202 ; 0.006165 ; -3.923 ; 0.003424 ; 0.702536 ; 0.482082 ; Walk Idiot Walk ; The Hives ; rock
4 ; 0.985507 ; 0.48705 ; 109.519 ; 196.29333 ; 7 ; 0.225707 ; 0.141462 ; 0.727416 ; -4.932 ; 0.000529 ; 0.312499 ; 0.477393 ; Stand Up And Shout ; Dio ; rock
4 ; 0.968691 ; 0.280682 ; 149.085 ; 314.3063 ; 11 ; 0.114806 ; 0.098063 ; 0.025055 ; -4.6 ; 0.00031 ; 0.29261 ; 0.274641 ; Be The Ball ; Slash's Snakepit ; rock
4 ; 0.905865 ; 0.362383 ; 172.81 ; 242.98667 ; 7 ; 0.183336 ; 0.087276 ; 0.053667 ; -2.22 ; 0.376469 ; 0.332945 ; 0.363984 ; Rough Boys ; Pete Townshend ; rock
4 ; 0.749767 ; 0.372044 ; 85.3 ; 320.02667 ; 2 ; 0.063628 ; 0.057488 ; 0.082236 ; -11.275 ; 0.000317 ; 0.562741 ; 0.258147 ; Wanna Make Love ; Jimmy Page ; rock
4 ; 0.807176 ; 0.503253 ; 103.691 ; 271.10367 ; 9 ; 0.074212 ; 0.031038 ; 2.3e-05 ; -5.404 ; 0.018118 ; 0.095381 ; 0.42963 ; Wide Open Space ; Mansun ; rock
4 ; 0.789619 ; 0.251345 ; 171.464 ; 306.84 ; 3 ; 0.089833 ; 0.0395 ; 0.0 ; -4.71 ; 0.311655 ; 0.393743 ; 0.484543 ; Angel ; Aerosmith ; rock
4 ; 0.917472 ; 0.54803 ; 145.495 ; 134.30422 ; 0 ; 0.406245 ; 0.036788 ; 0.00049 ; -4.866 ; 0.03414 ; 0.843339 ; 0.502263 ; Tush ; ZZ Top ; rock
4 ; 0.816206 ; 0.459348 ; 105.715 ; 327.93333 ; 11 ; 0.136041 ; 0.039011 ; 0.002694 ; -8.984 ; 0.000171 ; 0.461746 ; 0.238878 ; N.I.B. ; Ugly Kid Joe ; rock
4 ; 0.303195 ; 0.510635 ; 168.725 ; 265.2 ; 0 ; 0.099667 ; 0.041942 ; 0.0 ; -12.361 ; 0.530091 ; 0.168133 ; 0.385072 ; Just Take My Heart ; Mr. Big ; rock
4 ; 0.876971 ; 0.616978 ; 126.085 ; 261.08 ; 7 ; 0.091932 ; 0.047502 ; 5.2e-05 ; -7.038 ; 0.010869 ; 0.453115 ; 0.393922 ; Edge Of A Broken Heart ; Vixen ; rock
4 ; 0.906197 ; 0.378415 ; 127.902 ; 263.08 ; 1 ; 0.982569 ; 0.067544 ; 0.0 ; -5.622 ; 0.006284 ; 0.484112 ; 0.225212 ; Cherry Baby ; Starz ; rock
4 ; 0.862343 ; 0.569205 ; 127.678 ; 343.26667 ; 4 ; 0.144219 ; 0.054331 ; 3e-06 ; -6.189 ; 0.276839 ; 0.773859 ; 0.481574 ; Whiskey In The Jar (Full Length Version) ; Thin Lizzy ; rock
4 ; 0.243003 ; 0.546293 ; 76.876 ; 271.97333 ; 9 ; 0.12418 ; 0.025336 ; 0.498167 ; -12.206 ; 0.840499 ; 0.295559 ; 0.582485 ; Tears In Heaven ; Eric Clapton ; rock
4 ; 0.892831 ; 0.401153 ; 87.979 ; 334.55515 ; 9 ; 0.163828 ; 0.437053 ; 0.039101 ; -11.171 ; 0.061691 ; 0.418223 ; 0.638467 ; Whole Lotta Love ; Led Zeppelin ; rock
4 ; 0.650217 ; 0.430057 ; 77.532 ; 213.53333 ; 2 ; 0.212287 ; 0.036094 ; 0.0 ; -7.906 ; 0.197656 ; 0.499232 ; 0.497833 ; All The Young Dudes ; Mott The Hoople ; rock
4 ; 0.867904 ; 0.29772 ; 130.457 ; 517.17333 ; 4 ; 0.139207 ; 0.087891 ; 0.006905 ; -5.055 ; 0.070549 ; 0.292514 ; 0.502384 ; Dance Of Death ; Iron Maiden ; rock
4 ; 0.658912 ; 0.664302 ; 116.795 ; 291.04 ; 7 ; 0.119791 ; 0.026266 ; 9e-06 ; -8.781 ; 0.070163 ; 0.773939 ; 0.384099 ; 29 Palms ; Robert Plant ; rock
4 ; 0.530593 ; 0.864225 ; 127.917 ; 221.73333 ; 9 ; 0.116722 ; 0.056336 ; 0.0 ; -14.21 ; 0.118737 ; 0.983415 ; 0.411135 ; Abracadabra ; Steve Miller Band ; rock
4 ; 0.738872 ; 0.535521 ; 85.561 ; 297.68 ; 9 ; 0.14386 ; 0.040842 ; 0.002287 ; -7.863 ; 0.036219 ; 0.668112 ; 0.486235 ; Eyes Without a Face ; Billy Idol ; rock
4 ; 0.902489 ; 0.595333 ; 120.536 ; 196.80005 ; 7 ; 0.07336 ; 0.042874 ; 2.1e-05 ; -8.483 ; 0.225071 ; 0.650167 ; 0.309995 ; Take It So Hard ; Keith Richards ; rock
4 ; 0.814499 ; 0.533178 ; 117.346 ; 199.16 ; 7 ; 0.413749 ; 0.051589 ; 0.000238 ; -8.064 ; 0.003021 ; 0.585917 ; 0.434114 ; Youth Gone Wild ; Skid Row ; rock
4 ; 0.861385 ; 0.614965 ; 124.324 ; 199.54667 ; 0 ; 0.325431 ; 0.073366 ; 2.3e-05 ; -6.738 ; 0.002178 ; 0.76424 ; 0.512607 ; Heaven's On Fire ; Kiss ; rock
4 ; 0.881581 ; 0.318706 ; 172.619 ; 221.76 ; 7 ; 0.345734 ; 0.059804 ; 4.8e-05 ; -9.166 ; 0.043277 ; 0.425934 ; 0.339533 ; Bad Motor Scooter ; Montrose ; rock
4 ; 0.848684 ; 0.449522 ; 83.298 ; 285.33333 ; 9 ; 0.197723 ; 0.078145 ; 0.040306 ; -4.257 ; 0.00046 ; 0.436349 ; 0.524884 ; Rebel Yell ; Billy Idol ; rock
4 ; 0.720435 ; 0.831296 ; 135.158 ; 164.29333 ; 8 ; 0.058588 ; 0.032082 ; 0.142845 ; -14.437 ; 0.088046 ; 0.981341 ; 0.24873 ; Time Bomb Town ; Lindsey Buckingham ; rock
4 ; 0.952354 ; 0.392739 ; 143.908 ; 249.37333 ; 4 ; 0.549648 ; 0.070441 ; 0.328455 ; -3.097 ; 0.031633 ; 0.467352 ; 0.439106 ; Last of Our Kind ; The Darkness ; rock
4 ; 0.804574 ; 0.51034 ; 114.646 ; 216.02667 ; 11 ; 0.159212 ; 0.04005 ; 0.000143 ; -8.086 ; 0.012052 ; 0.734699 ; 0.385733 ; Far Far Away ; Slade ; rock
4 ; 0.983347 ; 0.382351 ; 138.044 ; 211.14667 ; 7 ; 0.98455 ; 0.134125 ; 4.9e-05 ; -5.909 ; 0.017253 ; 0.299208 ; 0.115046 ; Does It Make You Feel Good ; Good Rats ; rock
3 ; 0.566232 ; 0.37683 ; 161.223 ; 331.6 ; 7 ; 0.142935 ; 0.030561 ; 0.078268 ; -9.247 ; 0.405437 ; 0.662918 ; 0.494919 ; Southern Man ; Neil Young ; rock
3 ; 0.912014 ; 0.309418 ; 183.035 ; 231.53333 ; 4 ; 0.582155 ; 0.064601 ; 0.000271 ; -3.881 ; 0.001397 ; 0.294785 ; 0.506178 ; The Kill (Bury Me) ; Thirty Seconds to Mars ; rock
4 ; 0.595717 ; 0.661981 ; 114.933 ; 249.97333 ; 2 ; 0.142073 ; 0.033575 ; 8e-05 ; -8.426 ; 0.345487 ; 0.69064 ; 0.593025 ; Sunshine Of Your Love ; Cream ; rock
1 ; 0.960241 ; 0.312469 ; 140.816 ; 211.06667 ; 2 ; 0.176039 ; 0.087022 ; 0.0 ; -6.593 ; 0.065626 ; 0.587229 ; 0.495789 ; Can I Play With Madness ; Iron Maiden ; rock
4 ; 0.894399 ; 0.55848 ; 129.406 ; 301.13333 ; 5 ; 0.11239 ; 0.039557 ; 1e-06 ; -9.675 ; 0.015678 ; 0.54203 ; 0.253282 ; Rev It Up ; Vixen ; rock
4 ; 0.461735 ; 0.470655 ; 126.892 ; 413.64 ; 11 ; 0.197636 ; 0.03097 ; 0.085646 ; -9.809 ; 0.10128 ; 0.16988 ; 0.51931 ; Comfortably Numb (2001 Digital Remaster) ; Pink Floyd ; rock
4 ; 0.522073 ; 0.661005 ; 102.454 ; 286.57333 ; 7 ; 0.073282 ; 0.030684 ; 0.00058 ; -13.05 ; 0.372855 ; 0.897084 ; 0.371395 ; I'm Bad, I'm Nationwide ; ZZ Top ; rock
4 ; 0.67634 ; 0.393077 ; 85.21 ; 282.0 ; 9 ; 0.140487 ; 0.039903 ; 1.1e-05 ; -11.286 ; 0.357739 ; 0.679662 ; 0.428463 ; Lonely Is The Night ; Billy Squier ; rock
4 ; 0.61951 ; 0.52472 ; 93.364 ; 748.74621 ; 7 ; 0.555922 ; 0.078469 ; 0.000632 ; -7.847 ; 0.028834 ; 0.339123 ; 0.321152 ; Lady In Black ; Ken Hensley ; rock
4 ; 0.942247 ; 0.334961 ; 153.484 ; 241.16 ; 7 ; 0.555087 ; 0.055393 ; 0.097869 ; -3.316 ; 0.001592 ; 0.359343 ; 0.459833 ; Open Fire ; The Darkness ; rock
4 ; 0.639558 ; 0.240748 ; 171.995 ; 190.16 ; 7 ; 0.067404 ; 0.031865 ; 3.2e-05 ; -4.608 ; 0.483578 ; 0.370345 ; 0.414131 ; Pictures Of Matchstick Men ; Status Quo ; rock
4 ; 0.776627 ; 0.670467 ; 129.134 ; 197.90667 ; 2 ; 0.233184 ; 0.030365 ; 7.3e-05 ; -10.439 ; 0.187785 ; 0.97691 ; 0.451637 ; Joy To The World ; Three Dog Night ; rock
4 ; 0.85914 ; 0.51983 ; 135.337 ; 201.6 ; 11 ; 0.265063 ; 0.040563 ; 0.035909 ; -9.05 ; 0.000135 ; 0.804711 ; 0.259711 ; Body Bags ; Saigon Kick ; rock
4 ; 0.615233 ; 0.379276 ; 89.858 ; 431.33333 ; 2 ; 0.279501 ; 0.033034 ; 0.003523 ; -11.933 ; 0.107514 ; 0.772491 ; 0.318068 ; Stash ; Phish ; rock
4 ; 0.80806 ; 0.320769 ; 129.408 ; 203.29333 ; 7 ; 0.328871 ; 0.045127 ; 0.01241 ; -7.627 ; 0.000668 ; 0.372077 ; 0.361193 ; Born In '58 ; Bruce Dickinson ; rock
4 ; 0.678204 ; 0.567994 ; 143.931 ; 244.68853 ; 5 ; 0.093837 ; 0.032252 ; 0.110022 ; -15.404 ; 0.10627 ; 0.797438 ; 0.414672 ; Cradle of Love ; Billy Idol ; rock
4 ; 0.90166 ; 0.656374 ; 121.994 ; 179.93333 ; 11 ; 0.098155 ; 0.042198 ; 0.027327 ; -4.291 ; 0.000369 ; 0.759232 ; 0.580181 ; eez-eh ; Kasabian ; rock
4 ; 0.81089 ; 0.464802 ; 139.645 ; 326.66667 ; 11 ; 0.123893 ; 0.05786 ; 0.00028 ; -5.008 ; 5.8e-05 ; 0.354005 ; 0.488341 ; Comedown ; Bush ; rock
4 ; 0.448549 ; 0.576046 ; 129.323 ; 264.17333 ; 1 ; 0.118899 ; 0.028718 ; 0.0 ; -8.764 ; 0.085023 ; 0.055416 ; 0.352479 ; Love Is On The Way ; Saigon Kick ; rock
